,obs_gdp,obs_c,obs_i,obs_g,obs_tr,obs_w,obs_n,obs_ffr,obs_pi,obs_tfp,obs_oil,obs_gas,obs_inflexp,obs_tr10,obs_cy,ec_chi,ec_tr,ec_gn
1963-07-01,7.184698258932798,5.256695869381645,9.44905397009066,13.727547921657646,-14.129503997717308,3.5546574516816865,,3.33,1.537735749143998,0.019789893467704232,-0.7603096179672316,4.087427907785646,,4.03203125,0.22822916666666604,0.0,0.0,0.0
1963-10-01,1.099585547378723,0.029918899130620957,4.98388451948486,-1.9268699273425227,6.9597712736253925,1.3329759818759168,,3.453333333333333,1.9238899590684255,-0.002913682883914178,-0.7683937363671908,-1.2024251478910841,,4.118196721311476,0.17923497267759547,0.0,0.0,0.0
1964-01-01,6.822012913353603,6.914965517903937,9.296856119952679,1.3468871311893338,12.600862488912945,-2.5306503888053555,,3.4633333333333334,1.6917730954455479,0.012002896683830946,-0.7715474352986266,-1.3619352619361536,,4.178688524590164,0.18404371584699408,0.0,0.0,0.0
1964-04-01,2.8243263810736607,5.4362436424604255,-2.2679474323254567,2.161113126689429,3.9868231468352278,3.5118834342309224,5.131062969707756,3.49,1.184761975767401,-0.003386659102300177,-0.7738292037333511,-4.192622994970208,,4.20078125,0.20229166666666742,0.0,0.0,0.0
1964-07-01,4.685884110609706,5.499384093434401,4.4653749797234354,1.3211552665893578,-18.53816111403468,3.6576647221218117,-1.7518999216584064,3.456666666666667,1.1100106231305418,0.010244804014898449,-0.7948034881662805,-0.6701819928760955,,4.194375,0.22750000000000004,0.0,0.0,0.0
1964-10-01,-0.2752525705457032,-0.8303111020182996,4.950255465292486,-3.015196972811651,6.132021486546435,1.072799549698722,0.5070992851207379,3.5766666666666667,1.0200758723504677,-0.006842854287291483,-0.7993333685861402,4.667863710046483,,4.174590163934426,0.24770491803278638,0.0,0.0,0.0
1965-01-01,8.070709847311619,6.583632052002741,34.8095959580256,-1.2728616930679948,9.104187836640065,-0.30804672446036463,2.2599297840823596,3.9766666666666666,1.5055836632347663,0.012328585815802033,-0.8043291143240882,6.843722109970862,,4.2037704918032786,0.22213114754098395,0.0,0.0,0.0
1965-04-01,3.5067561850134155,3.0577167284150164,-1.7360094120448366,3.682344073342847,13.276568811998324,0.8058068339686475,2.5224126501942834,4.079999999999999,1.241187979137237,-0.0020497886011560983,-0.80893713799966,3.7394148135447836,,4.20952380952381,0.23460317460317537,0.0,0.0,0.0
1965-07-01,7.2998018321868585,5.264859334885585,9.917565436756348,13.989628440051405,13.921517510557813,2.6968483713393443,-0.22649940277688074,4.076666666666667,1.2373485207909596,0.022913793828129546,-0.812801177100723,1.1756348827848484,,4.24921875,0.241822916666667,0.0,0.0,0.0
1965-10-01,7.6122188500352905,8.100029238045181,3.3535478486861336,9.570633480105073,-10.53053457387172,3.146238685924052,1.0558435450272796,4.166666666666667,1.3270635306140477,0.012745571375434566,-0.8196472283407913,4.293826542056145,,4.476393442622951,0.20267759562841547,0.0,0.0,0.0
1966-01-01,8.127926754848502,4.8605541812364095,26.027217346562992,6.0391243764904345,21.83549835671439,4.366666365761374,1.4548861622039055,4.56,1.9978857770265535,0.015667816838777323,-0.8260305460633802,0.22471910703405484,,4.7739682539682535,0.1644444444444444,0.0,0.0,0.0
1966-04-01,-0.16051573824640286,-0.5222910358035904,-6.725690357164638,5.53831648704417,18.42859628172917,3.054477967467184,-0.22397647478431537,4.913333333333333,3.2436993539228354,-0.013116201627349385,-0.8342035261149988,0.8976160849529791,,4.782063492063492,0.31285714285714317,0.0,0.0,0.0
1966-07-01,1.8420993796592455,2.2675595809005245,-6.232202349767135,11.455771745900023,-3.190779400776833,1.8555319542473026,-0.8918026631206999,5.41,3.286273092590619,-0.004521439663699945,-0.8381387383884148,4.938105134146831,,5.14609375,0.40671875000000046,0.0,0.0,0.0
1966-10-01,1.7444238386609356,-0.1616884579703992,2.496136320184661,3.808307447943804,26.27793580300466,1.972322442079788,0.8632515971166654,5.5633333333333335,3.4410611294228843,0.003087730262279947,-0.8351710167989191,5.060109646479027,,4.998,0.5636666666666663,0.0,0.0,0.0
1967-01-01,1.9560269616643922,0.24036398765332478,-11.663442800085733,14.881605114975116,18.63170771514895,3.7035558719309414,-4.8168784484895255,4.823333333333333,2.194968783705775,0.006790281338268617,-0.8326221597655533,2.7958176726848194,,4.579672131147541,0.5618032786885241,0.0,0.0,0.0
1967-04-01,-1.3384325584574697,3.683958239491858,-18.786349111052658,-1.2050456277343358,6.3637922815548364,4.359141896372298,-1.7209779279394155,3.9899999999999998,2.6689756779388674,0.005178937378419752,-0.834347434598888,2.8482701807625688,,4.8284375,0.4158333333333335,0.0,0.0,0.0
1967-07-01,2.152382647127382,0.30092843970450645,9.809539781536358,3.4346910321950475,0.38321422380853676,1.5765436871495453,2.216671597449249,3.893333333333333,3.6150873681068063,-0.004671169542471142,-0.82845210272959,2.2569582066974903,,5.246984126984127,0.5184126984126989,0.0,0.0,0.0
1967-10-01,1.3430154812461126,-0.2224672231093905,7.19015307961115,3.2435378287189565,6.156988141531805,0.9761525098649138,1.035310464652106,4.173333333333333,4.015469202566813,0.0026204335487377624,-0.8319049632717651,1.2127706811357442,,5.641803278688524,0.48994535519125737,0.0,0.0,0.0
1968-01-01,6.398162465070811,7.594567093174476,6.275599146007238,5.83985513934806,5.117267114696489,6.19696681481785,-3.345768142391492,4.79,4.534071945614215,0.018692177634593774,-0.8429214314593704,2.733051140177878,,5.610967741935484,0.6711827956989236,0.0,0.0,0.0
1968-04-01,4.906770175504249,4.216130190803824,11.186070103633483,1.092483415966683,24.40853979066251,2.219452793300425,2.7693709299729363,5.983333333333333,4.6265784409410315,0.007492049836979153,-0.8534327032767893,-0.5663717760404197,,5.7461290322580645,0.7802688172043011,0.0,0.0,0.0
1968-07-01,1.3370868534764213,5.883242554921964,-13.946556685600342,0.9647247826485739,-1.7205370882505733,2.5892879176772965,-0.9650705026480466,5.946666666666666,4.4461527613668395,-0.0011966739999029266,-0.8631808637126862,3.772448745359469,,5.45859375,0.8116666666666674,0.0,0.0,0.0
